videoID,url,timestamp,caption,matching_score,desirable_filtering,shot_boundary_detection
jctqhcVBawk,https://www.youtube.com/watch?v=jctqhcVBawk,"[['0:01:52.312', '0:01:56.015'], ['0:02:37.490', '0:02:41.528'], ['0:02:53.039', '0:03:01.915']]","['There is a man playing the piano in front of a colorful mural.', 'A close up of a person playing a piano.', 'A news anchor and reporter are sitting at a desk in a television studio.']","[0.469970703125, 0.44677734375, 0.477783203125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.202'], ['0:00:02.235', '0:00:03.670']], [['0:00:00.000', '0:00:01.067'], ['0:00:01.101', '0:00:04.004']], [['0:00:00.000', '0:00:08.842']]]"
je0alU0d5bE,https://www.youtube.com/watch?v=je0alU0d5bE,"[['0:00:03.480', '0:00:19.600'], ['0:00:24.240', '0:00:26.440'], ['0:00:27.120', '0:00:30.800']]","['A group of people on a rope in a cave.', 'A person hanging from a net in the sky.', 'A person is piloting a helicopter in a forest.']","[0.443115234375, 0.438720703125, 0.4560546875]","['desirable', '1_still_foreground_image', 'desirable']","[[['0:00:00.000', '0:00:16.080']], [['0:00:00.000', '0:00:02.160']], [['0:00:00.000', '0:00:03.640']]]"
jeVEylN_d0s,https://www.youtube.com/watch?v=jeVEylN_d0s,"[['0:00:00.542', '0:00:05.213'], ['0:00:51.509', '0:00:59.601'], ['0:01:07.025', '0:01:24.709']]","['A fruit that is cut in half with the words fruit fruits passionfruit.', 'A person is cutting a passion fruit on a wooden board with a knife.', 'A person cutting into a passion fruit with a fork.']","[0.447998046875, 0.488525390625, 0.484375]","['0_low_desirable_score', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.629']], [['0:00:00.000', '0:00:08.049']], [['0:00:00.000', '0:00:00.375'], ['0:00:00.417', '0:00:03.461'], ['0:00:03.503', '0:00:17.642']]]"
jelVhwl63NQ,https://www.youtube.com/watch?v=jelVhwl63NQ,"[['0:00:05.300', '0:00:07.966'], ['0:00:19.766', '0:00:27.766'], ['0:04:24.433', '0:04:26.500']]","['A cat with a ball and a caption that says this blind kitten found a forever home and best friends with a rescue dog.', 'Two pictures of a cat and a dog sitting next to each other.', 'The words like and comment on a black background.']","[0.433349609375, 0.4580078125, 0.453369140625]","['1_still_foreground_image', '0_low_desirable_score', '0_low_desirable_score']","[[['0:00:00.000', '0:00:02.633']], [['0:00:00.000', '0:00:07.966']], [['0:00:00.000', '0:00:02.033']]]"
ji8YxVwPRTw,https://www.youtube.com/watch?v=ji8YxVwPRTw,"[['0:01:29.666', '0:01:34.066'], ['0:02:08.333', '0:02:13.333'], ['0:04:18.066', '0:04:22.400']]","['A skull candy logo on a black background.', 'A cartoon teddy bear with a sad face.', 'A black background with colorful swirls on it.']","[0.448486328125, 0.433837890625, 0.443603515625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.333']], [['0:00:00.000', '0:00:04.933']], [['0:00:00.000', '0:00:04.333']]]"
jpMP7xdU-64,https://www.youtube.com/watch?v=jpMP7xdU-64,"[['0:00:18.885', '0:00:26.993'], ['0:00:28.428', '0:00:31.998'], ['0:03:40.186', '0:03:42.689']]","['A group of people standing on stage in front of a large screen.', 'A man is standing on a stage and talking to the audience.', 'The player is moving through a dark corridor in a first-person shooter game.']","[0.465087890625, 0.4658203125, 0.481689453125]","['0_low_desirable_score', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:08.108']], [['0:00:00.000', '0:00:00.734'], ['0:00:00.800', '0:00:03.536']], [['0:00:00.000', '0:00:02.469']]]"
jpRa4lVZdwI,https://www.youtube.com/watch?v=jpRa4lVZdwI,"[['0:01:13.973', '0:01:17.444'], ['0:01:25.652', '0:01:28.021'], ['0:06:16.275', '0:06:19.579']]","['A man with sunglasses on a beach near the ocean with rocks and cliffs in the background.', 'A man in sunglasses stands on a beach in front of a cliff with a ship in the water.', 'A person is riding a quad bike on a rocky terrain with a blue sky in the background.']","[0.461669921875, 0.46337890625, 0.48974609375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.470']], [['0:00:00.000', '0:00:02.335']], [['0:00:00.000', '0:00:03.303']]]"
jqIOMVcpugg,https://www.youtube.com/watch?v=jqIOMVcpugg,"[['0:00:00.291', '0:00:02.669'], ['0:00:47.881', '0:00:53.428'], ['0:01:02.854', '0:01:05.231']]","['Two men sitting down talking to each other.', 'A woman in a suit and a man in a suit next to a brick wall.', 'A man on tv talking about one of his characters.']","[0.457763671875, 0.453369140625, 0.438232421875]","['desirable', '0_low_desirable_score', 'desirable']","[[['0:00:00.000', '0:00:02.377']], [['0:00:00.000', '0:00:05.505']], [['0:00:00.000', '0:00:02.335']]]"
jr3_5N0bGcY,https://www.youtube.com/watch?v=jr3_5N0bGcY,"[['0:00:17.100', '0:00:19.144'], ['0:01:05.398', '0:01:07.817'], ['0:01:11.821', '0:01:15.992']]","['A woman in a pink wig standing next to a man.', 'A man with blue hair and a blue suit is in front of a tv.', 'A group of young women are standing in front of a cave, and one of them is holding a glass of champagne.']","[0.45947265625, 0.433349609375, 0.484375]","['desirable', '3_screen_in_screen', 'desirable']","[[['0:00:00.000', '0:00:00.667'], ['0:00:00.709', '0:00:02.002']], [['0:00:00.000', '0:00:02.377']], [['0:00:00.000', '0:00:04.129']]]"
jy-26wqmGBU,https://www.youtube.com/watch?v=jy-26wqmGBU,"[['0:00:07.741', '0:00:16.016'], ['0:00:28.661', '0:00:31.731'], ['0:00:32.432', '0:00:35.168']]","['People are gathered at a yard sale to raise funds to fight the demolition of hundreds of homes for the centennial corridor project.', 'There is a group of people standing in front of a fence, holding various items such as clothing and household items.', 'Two women standing in front of a fence with flowers.']","[0.443603515625, 0.45458984375, 0.4560546875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.869'], ['0:00:02.902', '0:00:06.139'], ['0:00:06.172', '0:00:08.274']], [['0:00:00.000', '0:00:03.069']], [['0:00:00.000', '0:00:02.702']]]"
k0PQgs84WwY,https://www.youtube.com/watch?v=k0PQgs84WwY,"[['0:01:45.805', '0:01:48.108'], ['0:02:25.011', '0:02:29.749'], ['0:04:13.353', '0:05:01.401']]","['It is a bowl of oatmeal being stirred with a spoon.', 'Person is pouring oil into a pot on a stove.', 'A person stirring food in a pan with a wooden spoon.']","[0.437744140625, 0.45654296875, 0.438232421875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.302']], [['0:00:00.000', '0:00:04.738']], [['0:00:00.000', '0:00:00.033'], ['0:00:00.066', '0:00:02.869'], ['0:00:02.902', '0:00:04.270'], ['0:00:04.304', '0:00:12.112'], ['0:00:12.145', '0:00:32.032'], ['0:00:32.065', '0:00:46.813'], ['0:00:46.846', '0:00:48.014']]]"
k0_WBsw_SvA,https://www.youtube.com/watch?v=k0_WBsw_SvA,"[['0:00:01.520', '0:00:13.840'], ['0:00:56.760', '0:01:01.920'], ['0:01:33.600', '0:01:35.760']]","['A farmer is harvesting corn in an agricultural field.', 'A car being assembled in a factory.', 'There are people riding bicycles and walking along a beach promenade.']","[0.436767578125, 0.4501953125, 0.4794921875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:01.760'], ['0:00:01.800', '0:00:04.240'], ['0:00:04.280', '0:00:06.960'], ['0:00:07.000', '0:00:09.880'], ['0:00:09.920', '0:00:12.280']], [['0:00:00.000', '0:00:03.000'], ['0:00:03.040', '0:00:05.120']], [['0:00:00.000', '0:00:02.120']]]"
k11YTTZa6r8,https://www.youtube.com/watch?v=k11YTTZa6r8,"[['0:00:00.291', '0:00:02.627'], ['0:03:21.242', '0:03:24.954'], ['0:04:50.665', '0:04:57.088']]","['A plate of food with shrimp and peppers on it.', 'A woman is cooking vegetables in a frying pan on a gas stove.', 'A black background with purple text on it.']","[0.4375, 0.457763671875, 0.4814453125]","['1_still_foreground_image', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.293']], [['0:00:00.000', '0:00:03.670']], [['0:00:00.000', '0:00:06.381']]]"
k2YYUjwNPOU,https://www.youtube.com/watch?v=k2YYUjwNPOU,"[['0:01:59.702', '0:02:44.414'], ['0:02:55.091', '0:03:14.777'], ['0:03:25.496', '0:04:01.241']]","['A person in black gloves is cooking meat in a pan.', 'A person is grilling meat on a barbecue grill, and the meat is covered in black soot.', 'Person is cutting a piece of meat with a knife on a wooden cutting board.']","[0.44091796875, 0.443359375, 0.4580078125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:31.322'], ['0:00:31.406', '0:00:33.324'], ['0:00:33.450', '0:00:44.711']], [['0:00:00.000', '0:00:19.644']], [['0:00:00.000', '0:00:08.216'], ['0:00:08.299', '0:00:14.180'], ['0:00:14.222', '0:00:35.744']]]"
k5ngpmszYYk,https://www.youtube.com/watch?v=k5ngpmszYYk,"[['0:07:36.856', '0:07:41.427'], ['0:13:21.200', '0:13:23.469'], ['0:14:00.739', '0:14:03.676']]","['It is a group of swimmers standing in a line at the edge of a swimming pool.', 'There is a group of people wearing blue shirts posing for a photo in front of a swimming pool.', 'A red, black and white background with the words major torrida o major do mundo.']","[0.46142578125, 0.481201171875, 0.475341796875]","['desirable', 'desirable', '1_still_foreground_image']","[[['0:00:00.000', '0:00:04.571']], [['0:00:00.000', '0:00:02.235']], [['0:00:00.000', '0:00:02.936']]]"
k8T8z6tvVEU,https://www.youtube.com/watch?v=k8T8z6tvVEU,"[['0:06:05.965', '0:06:08.334'], ['0:06:57.483', '0:06:59.585'], ['0:07:49.035', '0:07:52.572']]","['A person is placing cookies on a cookie sheet.', 'A person that is making something on a tray.', 'A couple of trays of cookies baking in an oven.']","[0.440185546875, 0.43212890625, 0.4609375]","['desirable', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:02.335']], [['0:00:00.000', '0:00:02.068']], [['0:00:00.000', '0:00:03.536']]]"
kFGAES-G3wA,https://www.youtube.com/watch?v=kFGAES-G3wA,"[['0:02:26.246', '0:02:29.482'], ['0:06:15.208', '0:06:23.616'], ['0:07:51.204', '0:08:03.516']]","['An illustration of a brick building with a blue sign on it.', 'A hospital room with two doctors and a patient.', 'A cartoon illustration of a classroom with people sitting at desks and a teacher standing in front of a blackboard.']","[0.46142578125, 0.451416015625, 0.498046875]","['1_still_foreground_image', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.203']], [['0:00:00.000', '0:00:08.375']], [['0:00:00.000', '0:00:12.278']]]"
kHX5AXCLZqg,https://www.youtube.com/watch?v=kHX5AXCLZqg,"[['0:00:16.216', '0:00:18.518'], ['0:00:28.128', '0:00:44.411'], ['0:00:55.622', '0:01:43.670']]","['The text is written in black and white on a black background.', 'A screenshot of a video game with some text on it.', 'The player is playing a video game on a computer screen.']","[0.46142578125, 0.4375, 0.4453125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.268']], [['0:00:00.000', '0:00:16.282']], [['0:00:00.000', '0:00:48.014']]]"
kHdoUsduIyA,https://www.youtube.com/watch?v=kHdoUsduIyA,"[['0:01:25.627', '0:01:28.296'], ['0:03:46.976', '0:03:54.025'], ['0:04:23.096', '0:04:45.994']]","['A bunch of iphones with different pictures on them.', 'A close up of a circuit board with lots of electronic components on it.', 'Two men are sitting at a table and one of them is talking to the other.']","[0.46875, 0.453369140625, 0.47607421875]","['3_screen_in_screen', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.627']], [['0:00:00.000', '0:00:07.007']], [['0:00:00.000', '0:00:22.897']]]"
kQ6fqxHKqcE,https://www.youtube.com/watch?v=kQ6fqxHKqcE,"[['0:00:25.325', '0:00:31.197'], ['0:00:35.535', '0:00:39.439'], ['0:00:41.107', '0:00:50.950']]","['A man in a white shirt with the words suspect wanted.', 'There is a police vehicle parked on the side of the road, with several officers standing around it.', 'A door with the words male recovery pods on it.']","[0.455322265625, 0.465087890625, 0.4443359375]","['1_still_foreground_image', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:05.839']], [['0:00:00.000', '0:00:02.836'], ['0:00:02.869', '0:00:03.870']], [['0:00:00.000', '0:00:02.569'], ['0:00:02.602', '0:00:04.270'], ['0:00:04.304', '0:00:06.573'], ['0:00:06.606', '0:00:09.809']]]"
kQObk-5qm9U,https://www.youtube.com/watch?v=kQObk-5qm9U,"[['0:02:32.200', '0:02:37.320'], ['0:03:14.560', '0:03:17.480'], ['0:03:33.560', '0:03:39.040']]","['A man wearing glasses and a headset playing a video game.', 'A bald man with a headset in front of a screen.', 'A man is sitting in front of a computer with headphones on, playing a video game.']","[0.46923828125, 0.460205078125, 0.46240234375]","['3_screen_in_screen', '0_low_desirable_score', 'desirable']","[[['0:00:00.000', '0:00:05.080']], [['0:00:00.000', '0:00:02.880']], [['0:00:00.000', '0:00:05.440']]]"
kQXM5vU-IZg,https://www.youtube.com/watch?v=kQXM5vU-IZg,"[['0:01:04.520', '0:01:16.280'], ['0:01:31.680', '0:01:33.920'], ['0:03:29.760', '0:03:37.440']]","['A man in a business suit is talking to a woman in a microphone at an event.', 'An elderly man in a suit giving a speech in front of a green screen.', 'A man is interviewing another man at an event.']","[0.462890625, 0.472900390625, 0.460693359375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:11.720']], [['0:00:00.000', '0:00:02.200']], [['0:00:00.000', '0:00:07.640']]]"
kQYUhjH_7Gs,https://www.youtube.com/watch?v=kQYUhjH_7Gs,"[['0:00:32.933', '0:00:35.533'], ['0:04:06.466', '0:04:09.100'], ['0:04:09.666', '0:04:11.966']]","['A close up of a toy spaceship with a man in the background.', 'A man in a suit and a woman in a restaurant.', 'A group of people standing in front of the avengers.']","[0.446044921875, 0.4384765625, 0.467041015625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.566']], [['0:00:00.000', '0:00:02.633']], [['0:00:00.000', '0:00:02.266']]]"
kQb1NTi0Xg8,https://www.youtube.com/watch?v=kQb1NTi0Xg8,"[['0:00:00.500', '0:00:04.500'], ['0:00:41.866', '0:01:01.866'], ['0:01:06.366', '0:01:22.366']]","['A wooden table with the words how to refill a bc lighter.', 'Two hands holding a small object on a wooden table.', 'A person holding a blue lighter on a wooden table.']","[0.466796875, 0.4443359375, 0.435546875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.966']], [['0:00:00.000', '0:00:19.966']], [['0:00:00.000', '0:00:15.966']]]"
kTuupJcz_6E,https://www.youtube.com/watch?v=kTuupJcz_6E,"[['0:00:05.000', '0:00:45.133'], ['0:00:50.533', '0:00:54.000'], ['0:03:53.300', '0:03:57.066']]","['A group of people are gathered around a pool and celebrating with fireworks.', 'Fireworks are being lit up in the night sky, creating a beautiful display of colors and lights.', 'There is a restaurant with a dining room and a bar, where people are sitting at tables and chairs.']","[0.450927734375, 0.45166015625, 0.464111328125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:40.100']], [['0:00:00.000', '0:00:03.433']], [['0:00:00.000', '0:00:03.733']]]"
kVvc4Ad7XK4,https://www.youtube.com/watch?v=kVvc4Ad7XK4,"[['0:01:46.306', '0:01:50.810'], ['0:01:51.578', '0:01:53.713'], ['0:02:07.560', '0:02:11.297']]","['A woman with glasses is talking to a man.', 'A young man is holding a camera and filming in a kitchen.', 'A woman with glasses is talking in a kitchen.']","[0.43994140625, 0.4521484375, 0.452392578125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.471']], [['0:00:00.000', '0:00:02.102']], [['0:00:00.000', '0:00:03.703']]]"
kbyGI8PGPjI,https://www.youtube.com/watch?v=kbyGI8PGPjI,"[['0:01:18.633', '0:01:26.366'], ['0:03:32.100', '0:04:20.100'], ['0:08:56.300', '0:09:04.300']]","['A man is holding a small plant in his hand and examining it closely.', 'A man is holding a plant in his hand and examining it closely.', 'A person is holding a small plant in their hand and examining it closely.']","[0.479248046875, 0.474365234375, 0.470703125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:07.700']], [['0:00:00.000', '0:00:47.966']], [['0:00:00.000', '0:00:07.966']]]"
kcleFAQj99Y,https://www.youtube.com/watch?v=kcleFAQj99Y,"[['0:00:22.200', '0:00:24.960'], ['0:00:49.480', '0:00:53.920'], ['0:01:24.400', '0:01:49.040']]","['An aerial view of a city with a large body of water.', 'A group of people are standing in front of a missile launcher.', 'A man in a suit and glasses on a news channel.']","[0.474853515625, 0.473388671875, 0.46240234375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.720']], [['0:00:00.000', '0:00:04.400']], [['0:00:00.000', '0:00:24.600']]]"
kg_mpaITtTs,https://www.youtube.com/watch?v=kg_mpaITtTs,"[['0:00:05.280', '0:00:07.840'], ['0:00:22.280', '0:01:10.280'], ['0:01:41.160', '0:01:46.760']]","['The speaker is standing on a stage in front of a blue background with a woman wearing a colorful shirt, and she is giving a speech to an audience.', 'A woman is sitting at an event and talking into a microphone.', 'A group of people in front of a screen with the words subscribe to watch more videos.']","[0.436767578125, 0.47314453125, 0.456298828125]","['desirable', 'desirable', '3_screen_in_screen']","[[['0:00:00.000', '0:00:02.520']], [['0:00:00.000', '0:00:47.960']], [['0:00:00.000', '0:00:05.560']]]"
khVLqevVtAc,https://www.youtube.com/watch?v=khVLqevVtAc,"[['0:02:56.551', '0:03:00.138'], ['0:03:02.932', '0:03:05.435'], ['0:05:45.928', '0:05:57.440']]","['A man and a woman are holding cones of ice cream.', 'A person is holding an ice cream cone in front of a bar counter.', 'A picture of a beach with a bicycle on it.']","[0.456298828125, 0.455078125, 0.435546875]","['desirable', 'desirable', '3_screen_in_screen']","[[['0:00:00.000', '0:00:03.545']], [['0:00:00.000', '0:00:02.460']], [['0:00:00.000', '0:00:11.469']]]"
kholSrYDZRg,https://www.youtube.com/watch?v=kholSrYDZRg,"[['0:00:11.720', '0:00:22.272'], ['0:01:12.822', '0:01:38.723'], ['0:02:33.903', '0:03:21.951']]","['A man in a checkered shirt is speaking into a microphone.', 'There are two women sitting at a table, one of them is speaking into a microphone while the other is listening.', 'A man in a tan jacket is speaking into a microphone.']","[0.463134765625, 0.45556640625, 0.4521484375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:10.510']], [['0:00:00.000', '0:00:10.343'], ['0:00:10.385', '0:00:25.859']], [['0:00:00.000', '0:00:48.006']]]"
khp4EIjBD7k,https://www.youtube.com/watch?v=khp4EIjBD7k,"[['0:01:30.033', '0:01:46.033'], ['0:01:59.033', '0:02:07.033'], ['0:02:09.033', '0:02:17.033']]","['A collage of pictures of prince william and kate middleton.', 'A picture of a man and a woman holding a baby.', 'A picture of the duke and duchess holding a baby.']","[0.4541015625, 0.441650390625, 0.46630859375]","['3_screen_in_screen', '3_screen_in_screen', '1_still_foreground_image']","[[['0:00:00.000', '0:00:15.966']], [['0:00:00.000', '0:00:07.966']], [['0:00:00.000', '0:00:00.233'], ['0:00:00.266', '0:00:08.000']]]"
kiBDF2GIHJE,https://www.youtube.com/watch?v=kiBDF2GIHJE,"[['0:00:35.883', '0:00:41.650'], ['0:04:27.266', '0:04:54.700'], ['0:07:38.883', '0:07:45.250']]","['A group of people are riding bicycles in an industrial area.', 'A man is riding his bike through an alley with cars parked on either side.', 'A person is riding a bicycle with a stuffed monkey on the handlebars.']","[0.441650390625, 0.456298828125, 0.490966796875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:05.766']], [['0:00:00.000', '0:00:27.433']], [['0:00:00.000', '0:00:06.350']]]"
kjr17cVmEWo,https://www.youtube.com/watch?v=kjr17cVmEWo,"[['0:02:42.929', '0:02:45.365'], ['0:08:26.572', '0:08:28.841'], ['0:12:09.729', '0:12:26.278']]","['A group of young men are standing in front of a building and talking to each other.', 'A group of people are standing near a car and talking to each other.', 'A group of people, including children, are standing in front of a black car. they are all wearing different clothing and one person is holding a cell phone.']","[0.48583984375, 0.457763671875, 0.449951171875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.033', '0:00:02.435']], [['0:00:00.000', '0:00:02.268']], [['0:00:00.000', '0:00:16.516']]]"
knXuOgviwLE,https://www.youtube.com/watch?v=knXuOgviwLE,"[['0:00:09.092', '0:00:12.137'], ['0:00:22.897', '0:00:26.943'], ['0:01:17.994', '0:01:26.002']]","['A man with a mustache and glasses on a yellow background.', 'A singer is singing into a microphone with a yellow background and text.', ""Person bowie on a yellow background with the words'the best of david bowie'.""]","[0.45654296875, 0.461669921875, 0.439697265625]","['1_still_foreground_image', '1_still_foreground_image', '1_still_foreground_image']","[[['0:00:00.000', '0:00:03.003']], [['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:07.966']]]"
kpXPYdHsDj0,https://www.youtube.com/watch?v=kpXPYdHsDj0,"[['0:00:10.280', '0:00:16.640'], ['0:00:42.320', '0:00:52.120'], ['0:00:54.440', '0:01:03.440']]","['A small car parked on a wet surface next to a body of water.', 'The interior of a car with a steering wheel and dashboard.', 'The dashboard and steering wheel of a car.']","[0.442626953125, 0.450927734375, 0.45068359375]","['0_low_desirable_score', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:06.320']], [['0:00:00.000', '0:00:09.760']], [['0:00:00.000', '0:00:08.960']]]"
kr3N2efj1JI,https://www.youtube.com/watch?v=kr3N2efj1JI,"[['0:00:55.655', '0:01:03.663'], ['0:02:27.747', '0:02:31.784'], ['0:02:33.119', '0:02:40.193']]","['A person is using a microwave oven by pressing buttons on the control panel.', 'A child is being fed by a woman in a kitchen.', 'A little boy is making popcorn in the kitchen.']","[0.4658203125, 0.437744140625, 0.435791015625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:08.008']], [['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:07.073']]]"
ksrDPiKQ5Tc,https://www.youtube.com/watch?v=ksrDPiKQ5Tc,"[['0:02:29.249', '0:02:42.862'], ['0:02:46.733', '0:03:04.284'], ['0:05:43.509', '0:05:59.625']]","['A close up of a green and black sports car.', 'There is a car showroom where people are looking at different types of cars, including orange and green sports cars.', 'A bunch of cars are parked in a parking lot.']","[0.43115234375, 0.464599609375, 0.43505859375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:13.580']], [['0:00:00.000', '0:00:17.550']], [['0:00:00.000', '0:00:16.082']]]"
ktet2swWZSE,https://www.youtube.com/watch?v=ktet2swWZSE,"[['0:01:25.385', '0:01:28.955'], ['0:01:46.840', '0:01:50.310'], ['0:02:10.396', '0:02:13.633']]","['A person is making scrambled eggs with cheese and onions in a pan.', 'A person cutting into a plate of food with a fork.', 'A plate of food with scrambled eggs, guacamole, and tortillas.']","[0.447998046875, 0.434814453125, 0.454345703125]","['desirable', 'desirable', '2_tiny_camera_movement']","[[['0:00:00.000', '0:00:00.867'], ['0:00:00.900', '0:00:03.536']], [['0:00:00.000', '0:00:03.436']], [['0:00:00.000', '0:00:03.203']]]"
kw_As3Jx-mA,https://www.youtube.com/watch?v=kw_As3Jx-mA,"[['0:00:05.200', '0:00:08.400'], ['0:00:20.520', '0:00:26.400'], ['0:00:27.600', '0:00:31.640']]","['A large group of people are gathered in a street in london, and they are taking pictures with their smartphones.', 'A reporter is interviewing a man at an outdoor event.', 'There are different types of formula one cars on display at a race track.']","[0.454345703125, 0.4619140625, 0.456787109375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:01.560'], ['0:00:01.600', '0:00:03.160']], [['0:00:00.000', '0:00:05.840']], [['0:00:00.000', '0:00:01.520'], ['0:00:01.560', '0:00:03.240'], ['0:00:03.280', '0:00:04.000']]]"
kwoFsNrPI5w,https://www.youtube.com/watch?v=kwoFsNrPI5w,"[['0:01:07.720', '0:01:11.160'], ['0:02:09.440', '0:02:14.600'], ['0:03:01.280', '0:03:04.800']]","['A soccer player celebrating a goal on the field.', 'A referee shows a red card to a soccer player.', 'A soccer game is being played on a stadium with a lot of people cheering.']","[0.453125, 0.468017578125, 0.468994140625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.400']], [['0:00:00.000', '0:00:05.120']], [['0:00:00.000', '0:00:03.480']]]"
l1W2xeXEjw0,https://www.youtube.com/watch?v=l1W2xeXEjw0,"[['0:00:05.600', '0:00:10.720'], ['0:00:18.040', '0:00:42.320'], ['0:03:43.880', '0:03:47.640']]","['The word ""gameplay"" is written on a white background with a pink and purple font.', 'A screen shot of a video game with a man standing in front of a train.', 'A cartoon cat with a rainbow background.']","[0.451171875, 0.4404296875, 0.433349609375]","['desirable', '3_screen_in_screen', '3_screen_in_screen']","[[['0:00:00.000', '0:00:05.080']], [['0:00:00.000', '0:00:13.800'], ['0:00:13.840', '0:00:24.240']], [['0:00:00.000', '0:00:03.720']]]"
l7fmTTgw5WU,https://www.youtube.com/watch?v=l7fmTTgw5WU,"[['0:00:42.883', '0:00:47.716'], ['0:02:25.700', '0:02:33.850'], ['0:02:40.433', '0:02:47.083']]","['The player is in a first-person shooter game, driving a tank through a city with skyscrapers and other buildings in the background.', 'A close up of a video game screen.', 'The recommended settings for the game ""call of duty: modern warfare 3"" are being displayed on a screen.']","[0.460693359375, 0.438720703125, 0.459228515625]","['3_screen_in_screen', '4_computer_screen_recording', '4_computer_screen_recording']","[[['0:00:00.000', '0:00:04.816']], [['0:00:00.000', '0:00:08.150']], [['0:00:00.000', '0:00:00.566'], ['0:00:00.583', '0:00:06.633']]]"
lAJZySxV2_8,https://www.youtube.com/watch?v=lAJZySxV2_8,"[['0:00:04.760', '0:00:08.960'], ['0:00:48.400', '0:00:52.800'], ['0:00:58.960', '0:01:04.160']]","['A large group of cars on a race track.', 'A group of cars driving down a race track.', 'The speaker is a man in a red cap and jacket who is speaking to the camera at a press conference.']","[0.45166015625, 0.44970703125, 0.46826171875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.160']], [['0:00:00.000', '0:00:01.520'], ['0:00:01.560', '0:00:04.360']], [['0:00:00.000', '0:00:05.160']]]"
lGImtCy6dQE,https://www.youtube.com/watch?v=lGImtCy6dQE,"[['0:00:07.607', '0:00:09.642'], ['0:01:32.358', '0:01:40.166'], ['0:02:19.005', '0:02:22.809']]","['A man is standing in a kitchen, wearing an apron, and preparing ingredients for baking.', 'A man in a white apron standing in a kitchen.', 'A man in an apron is preparing food in a kitchen.']","[0.440673828125, 0.44580078125, 0.435546875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:02.002']], [['0:00:00.000', '0:00:07.774']], [['0:00:00.000', '0:00:03.770']]]"
lKeyEVFm2B4,https://www.youtube.com/watch?v=lKeyEVFm2B4,"[['0:00:01.760', '0:00:05.040'], ['0:02:29.400', '0:02:33.440'], ['0:02:41.040', '0:02:45.080']]","['A group of football players are training in a dark indoor stadium.', 'There are two young men sitting in a locker room with green sneakers.', 'A close up of a green plant in a dark room.']","[0.4521484375, 0.49560546875, 0.462646484375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:01.520'], ['0:00:01.560', '0:00:03.240']], [['0:00:00.000', '0:00:04.000']], [['0:00:00.000', '0:00:04.000']]]"
lLMiRs2Gv4A,https://www.youtube.com/watch?v=lLMiRs2Gv4A,"[['0:02:09.766', '0:02:22.933'], ['0:06:02.766', '0:06:05.100'], ['0:08:58.133', '0:09:05.366']]","['A siberian husky is playing with a tablet on the floor.', 'A cute french bulldog wearing a hooded sweatshirt is standing on a carpet and barking excitedly.', 'The puppies are playing with a white cloth on the floor.']","[0.449951171875, 0.449951171875, 0.453857421875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:06.833'], ['0:00:06.866', '0:00:13.133']], [['0:00:00.000', '0:00:02.300']], [['0:00:00.000', '0:00:07.233']]]"
